1300|Woodrow|33|
1301|Chester|32|
1302|Abraham|41|c8fplo1m19
1303|Martin|59|cLBHGpNDAP
1304|Andrew|47|DOESQNJtE3
1305|Martin|48|jM8OvwOo7T
1306|Calvin|56|8yL3Pl1bG6
1307|Martin|32|
1308|Herbert|60|xFWvDWmD9E
1309|Woodrow|37|
1310|Theodore|31|
1311|Chester|43|QFrZQzDWAq
1312|Franklin|45|oI1TGkp9vO
1313|Woodrow|59|vnhBK1YayC
1314|Grover|29|
1315|Ulysses|30|
1316|Calvin|39|
1317|John|29|
1318|Benjamin|58|myfueacKur
1319|William|54|ohjMe77V7P
1320|Ronald|59|yPZsrAFAl8
1321|Grover|28|
1322|Franklin|43|9qXMW7aH80
1323|Warren|51|EY88mJSj3v
1324|Rutherford|49|LdVvkugBJp
1325|Bill|29|
1326|Rutherford|26|
1327|Andrew|30|
1328|Herbert|55|2AICFHuDZa
1329|Warren|53|WOhrlWGodA
1330|Gerald|53|zPYXNsOoid
1331|William|40|
1332|Lyndon|50|GjL8NwLAp4
1333|Ronald|52|wbC0emcG5F
1334|Rutherford|37|
1335|Theodore|34|
1336|Harry|26|
1337|Jimmy|46|qNdne7ifpQ
1338|Harry|32|
1339|Herbert|60|wJkHMqiav7
1340|William|30|
1341|Calvin|37|
1342|Dwight|40|
1343|Grover|51|CNJsYiQqhj
1344|Richard|44|kdrpR0ok4V
1345|Andrew|38|
1346|Zachary|55|G6SHdNJD2D
1347|James|58|DuIwCxC3yu
1348|Woodrow|36|
1349|Lyndon|51|8boyQURGar
1350|John|26|
1351|Woodrow|46|qv4jQn9jAV
1352|Lyndon|30|
1353|Herbert|47|Wbnz6QlY02
1354|Lyndon|29|
1355|Zachary|33|
1356|Rutherford|44|xbSRAVhlA6
1357|Gerald|54|ZA2XiD5wAk
1358|John|57|5QMZ5cpT3I
1359|Rutherford|36|
1360|Franklin|43|kClBGGfHIy
1361|Chester|50|4aI7vQEyw3
1362|James|26|
1363|Calvin|54|17UOEpUsOx
1364|Warren|30|
1365|George|41|PZyXJ0VeNX
1366|Ronald|39|
1367|Woodrow|58|ShMBJVTxxp
1368|Chester|37|
1369|Benjamin|26|
1370|Theodore|42|QT0eDepxhU
1371|Bill|35|
1372|Millard|58|nAXbK0r5qK
1373|Rutherford|25|
1374|James|52|7Qak6DRcZw
1375|George|39|
1376|William|27|
1377|Zachary|60|phDgUqwl2O
1378|Warren|37|
1379|Benjamin|41|98JzRss2Bj
1380|Abraham|34|
1381|Ulysses|51|cfAribDHMh
1382|Franklin|30|
1383|Woodrow|39|
1384|Chester|49|1TeRA3kCo5
1385|Chester|54|rqIHD9uWM4
1386|Millard|52|A0vCcdypn4
1387|Ulysses|57|e7nNtFduGf
1388|William|48|PFaKXkeZfd
1389|Chester|44|6qe9lRpAlv
1390|Bill|34|
1391|Lyndon|28|
1392|Ronald|29|
1393|Jimmy|40|
1394|Thomas|28|
1395|Jimmy|48|h5v15K0OX2
1396|Dwight|27|
1397|Gerald|46|fvmDvs8i4v
1398|Ulysses|51|Carw2bbJa3
1399|Franklin|41|ZjuvRTZvAd
